Id,Número De Víctimas,Fecha,Año,Mes,Día,Hora,Cantidad Hora,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Dirección Normalizada,Comuna,Coordenadas XY (CABA),Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Barrios,Código Día,Día Semana,Franja Horaria
2020-0003,1,2020-01-11,2020,1,11,2024-01-16 06:00:00,6,Rivadavia Av. Y Combate De Los Pozos,Avenida,Rivadavia Av.,Si,Rivadavia Av. Y Combate De Los Pozos,3,Point (106413.35913221 102215.84332055),-58.39337644,-34.60927582,Peaton-Auto,Peaton,Auto,Peaton,Masculino,44,Balvanera y San Cristóbal.,5,Sábado,Mañana
2020-0004,1,2020-01-14,2020,1,14,2024-01-16 21:40:00,21,Rodriguez Peña Y Rivadavia Av.,Avenida,Rodriguez Pe?A,Si,Rodriguez Peã‘A Y Rivadavia Av.,1,Point (106672.04348602 102224.86809233),-58.39055614,-34.60919284,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,82,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Noche
2020-0005,1,2020-01-14,2020,1,14,2024-01-16 06:00:00,6,24 De Noviembre Y San Juan Av.,Avenida,24 De Noviembre,Si,24 De Noviembre Y San Juan Av.,3,Point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,25,Balvanera y San Cristóbal.,1,Martes,Mañana
2020-0006,1,2020-01-20,2020,1,20,2024-01-16 12:55:00,12,Lafuente Av. 2250,Avenida,Lafuente Av.,No,Lafuente Av. 2250,8,Point (101287.27262066 97242.60480808),-58.44925765,-34.65412546,Moto-Cargas,Moto,Cargas,Conductor,Masculino,23,"Villa Soldati, Villa Riachuelo y Villa Lugano.",0,Lunes,Tarde
2020-0007,1,2020-01-27,2020,1,27,2024-01-16 00:37:00,0,Chile Y Lima,Calle,Chile,Si,Chile Y Lima,1,Point (107495.74012081 101415.07897373),-58.3815685,-34.61648696,Peaton-Moto,Peaton,Moto,Peaton,Masculino,52,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",0,Lunes,Madrugada
2020-0008,1,2020-01-30,2020,1,30,2024-01-16 07:10:00,7,Cordoba Av. Y Jean Jaures,Avenida,Cordoba Av.,Si,"Cordoba Av. Y Jaures, Jean",2,Point (105198.52795163 103462.44828321),-58.40662899,-34.59804521,Moto-Cargas,Moto,Cargas,Conductor,Masculino,49,Recoleta.,3,Jueves,Mañana
2020-0009,1,2020-02-04,2020,2,4,2024-01-16 14:50:00,14,"Peron, Juan Domingo, Tte. General Y Salguero, Jeronimo",Calle,"Peron, Juan Domingo, Tte. General",Si,"Peron, Juan Domingo, Tte. General Y Salguero, Jeronimo",5,Point (103984.76403716 102579.64869142),-58.41985649,-34.6060085,Peaton-Auto,Peaton,Auto,Peaton,Masculino,48,Almagro y Boedo.,1,Martes,Tarde
2020-0010,1,2020-02-08,2020,2,8,2024-01-16 05:45:00,5,9 De Julio Av. Y San Juan Av.,Avenida,9 De Julio Av.,Si,9 De Julio Av. Y San Juan Av.,1,Point (107547.52290950 100786.86705692),-58.38099833,-34.62214953,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,40,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",5,Sábado,Madrugada
2020-0011,1,2020-02-12,2020,2,12,2024-01-16 11:29:00,11,Colombres 466,Calle,Colombres,No,Colombres 466,5,Point (104151.41161599 101223.60584703),-58.41803309,-34.61823178,Moto-Cargas,Moto,Cargas,Conductor,Masculino,31,Almagro y Boedo.,2,Miércoles,Mañana
2020-0012,1,2020-02-18,2020,2,18,2024-01-16 21:00:00,21,Mexico 2860,Calle,Mexico,No,Mexico 2860,3,Point (105251.32172099 101267.01010190),-58.40604003,-34.61783553,Peaton-Moto,Peaton,Moto,Peaton,Femenino,66,Balvanera y San Cristóbal.,1,Martes,Noche
2020-0013,1,2020-02-20,2020,2,20,2024-01-16 12:00:00,12,Combatientes De Malvinas Av. Y Triunvitaro Av.,Avenida,Combatientes De Malvinas Av.,Si,Combatientes De Malvinas Av. Y Triunvirato Av.,15,Point (98880.64164625 105472.20084776),-58.47549929,-34.57994061,Peaton-Moto,Peaton,Moto,Peaton,Femenino,58,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",3,Jueves,Tarde
2020-0014,1,2020-02-27,2020,2,27,2024-01-16 02:14:00,2,Bermudez Y Nogoya,Calle,Bermudez,Si,Bermudez Y Nogoya,11,Point (95351.54075716 101470.48982187),-58.51398484,-34.61600366,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,40,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",3,Jueves,Madrugada
2020-0015,1,2020-02-28,2020,2,28,2024-01-16 14:30:00,14,Brasil Av. Y Paseo Colon Av.,Avenida,Brasil Av.,Si,Brasil Av. Y Paseo Colon Av.,1,Point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,29,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",4,Viernes,Tarde
2020-0016,1,2020-02-29,2020,2,29,2024-01-16 13:00:00,13,"Alem,Leandro N. Av. 770",Avenida,"Alem, Leandro N. Av.",No,"Alem, Leandro N. Av. 770",1,Point (108435.94625268 103377.11105009),-58.37133616,-34.59879316,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,68,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",5,Sábado,Tarde
2020-0017,1,2020-03-05,2020,3,5,2024-01-16 23:00:00,23,Belgrano Av. Y Rincon,Avenida,Belgrano Av.,Si,Belgrano Av. Y Rincon,3,Point (106159.7089575 101676.89316862),-58.39613805,-34.61413568,Peaton-Auto,Peaton,Auto,Peaton,Masculino,40,Balvanera y San Cristóbal.,3,Jueves,Noche
2020-0018,1,2020-03-09,2020,3,9,2024-01-16 14:00:00,14,"Udaondo, Guillermo Av. 901",Avenida,"Udaondo, Guillermo Av.",No,"Udaondo, Guillermo Av. 901",13,Point (101309.75947342 109680.73260642),-58.44903073,-34.54200276,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,31,"Núñez, Belgrano y Colegiales.",0,Lunes,Tarde
2020-0019,1,2020-03-10,2020,3,10,2024-01-16 21:00:00,21,Constitucion Y Castro,Calle,Constitucion,Si,Constitucion Y Castro,5,Point (103995.88773205 100088.27591278),-58.41972364,-34.6284667,Peaton-Auto,Peaton,Auto,Peaton,Femenino,80,Almagro y Boedo.,1,Martes,Noche
2020-0020,1,2020-03-13,2020,3,13,2024-01-16 17:30:00,17,"Pueyrredon Av. Y Gomez, Valentin",Avenida,Pueyrredon Av.,Si,"Pueyrredon Av. Y Gomez, Valentin",3,Point (105281.81064188 102627.51469425),-58.40571596,-34.60557123,Peaton-Moto,Peaton,Moto,Peaton,Femenino,74,Balvanera y San Cristóbal.,4,Viernes,Tarde
2020-0021,1,2020-03-14,2020,3,14,2024-01-16 16:50:00,16,"Bravo, Mario 1279",Calle,"Bravo, Mario",No,"Bravo, Mario 1279",2,Point (104475.21054309 103813.59469342),-58.4145159,-34.59488319,Peaton-Auto,Peaton,Auto,Peaton,Femenino,87,Recoleta.,5,Sábado,Tarde
2020-0022,1,2020-04-07,2020,4,7,2024-01-16 06:15:00,6,"Dellepiane, Luis, Tte. Gral. Y Escalada Av.",Autopista,Autopista Dellepiane Luis Tte. Gral.,Si,Autopista Dellepiane Luis Tte. Gral. Y Escalada Av.,9,Point (99113.17852207 96319.06728520),-58.47297505,-34.66245085,Auto-Cargas,Auto,Cargas,Pasajero_Acompañante,Masculino,44,"Liniers, Mataderos y Parque Avellaneda.",1,Martes,Mañana
2020-0023,1,2020-04-09,2020,4,9,2024-01-16 18:42:00,18,"Araoz De Lamadrid, Gregorio, Gral. Y Brown, Alte. Av.",Avenida,"Araoz De Lamadrid, Gregorio, Gral.",Si,"Araoz De Lamadrid, Gregorio, Gral. Y Brown, Alte. Av.",4,Point (109662.97469484 99142.83907419),-58.35791192,-34.63695178,Auto-Cargas,Auto,Cargas,Conductor,Masculino,44,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",3,Jueves,Noche
2020-0024,1,2020-04-24,2020,4,24,2024-01-16 07:58:00,7,Murguiondo 1339,Calle,Murguiondo,No,Murguiondo 1339,9,Point (95900.63845367 97502.71514770),-58.50801713,-34.65177305,Auto-Auto,Auto,Auto,Conductor,Masculino,53,"Liniers, Mataderos y Parque Avellaneda.",4,Viernes,Mañana
2020-0025,1,2020-05-12,2020,5,12,2024-01-16 05:35:00,5,Rivadavia Av. 2551,Avenida,Rivadavia Av.,No,Rivadavia Av. 2551,3,Point (105568.73999229 102163.66359236),-58.40258477,-34.60975108,Peaton-Auto,Peaton,Auto,Peaton,Masculino,40,Balvanera y San Cristóbal.,1,Martes,Madrugada
2020-0026,1,2020-05-17,2020,5,17,2024-01-16 06:40:00,6,"Lugones, Leopoldo Av. Km 6,1",Autopista,"Lugones, Leopoldo Av.",No,"Lugones, Leopoldo Av. Km 6,1",14,Point (0 0),0.0,0.0,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,28,Palermo.,6,Domingo,Mañana
2020-0027,1,2020-05-18,2020,5,18,2024-01-16 08:00:00,8,"Dellepiane, Luis, Tte. Gral. Y Montiel",Avenida,"Dellepiane, Luis, Tte. Gral.",Si,"Dellepiane, Luis, Tte. Gral. Y Montiel",8,Point (98224.62123059 93867.97738800),-58.48267426,-34.68454456,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,76,"Villa Soldati, Villa Riachuelo y Villa Lugano.",0,Lunes,Mañana
2020-0028,1,2020-05-19,2020,5,19,2024-01-16 10:00:00,10,"Scalabrini Ortiz, Raul Av. Y Warnes Av.",Avenida,"Scalabrini Ortiz, Raul Av.",Si,"Scalabrini Ortiz, Raul Av. Y Warnes Av.",15,Point (101908.88028543 103000.62674037),-58.44248936,-34.60221948,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,91,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",1,Martes,Mañana
2020-0029,1,2020-06-10,2020,6,10,2024-01-16 14:00:00,14,"Paz, Gral. Av. Y Roffo, Angel H., Dr.",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Roffo, Angel H., Dr.",9,Point (93967.75484753 98933.33634522),-58.52909134,-34.63886726,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,80,"Liniers, Mataderos y Parque Avellaneda.",2,Miércoles,Tarde
2020-0030,1,2020-06-16,2020,6,16,2024-01-16 15:00:00,15,San Martin Av. 1550,Avenida,San Martin Av.,No,San Martin Av. 1550,6,Point (101074.10089886 102529.69706887),-58.45158942,-34.6064658,Multiple,Moto,Multiple,Conductor,Masculino,40,Caballito.,1,Martes,Tarde
2020-0031,1,2020-06-30,2020,6,30,2024-01-16 08:00:00,8,"Garzon, Eugenio, Gral. Av. Y Larraya",Avenida,"Garzon, Eugenio, Gral. Av.",Si,"Garzon, Eugenio, Gral. Av. Y Larraya",9,Point (97236.89442427 96825.16279174),-58.49344309,-34.65788529,Moto-Cargas,Moto,Cargas,Conductor,Masculino,29,"Liniers, Mataderos y Parque Avellaneda.",1,Martes,Mañana
2020-0032,1,2020-07-10,2020,7,10,2024-01-16 23:00:00,23,Corrientes Av. Y Serrano,Avenida,Corrientes Av.,Si,Corrientes Av. Y Serrano,15,Point (101899.62680853 103651.59621952),-58.44259166,-34.59635137,Moto-Auto,Moto,Auto,Conductor,Masculino,21,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",4,Viernes,Noche
2020-0033,1,2020-07-19,2020,7,19,2024-01-16 06:25:00,6,"Paz, Gral. Av. Y Del Libertador Av.",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Del Libertador Av.",13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,Otro-Auto,Auto,Objeto Fijo,Conductor,Masculino,32,"Núñez, Belgrano y Colegiales.",6,Domingo,Mañana
2020-0034,1,2020-08-02,2020,8,2,2024-01-16 03:20:00,3,"Mitre, Bartolome Y Anchorena, Tomas Manuel De, Dr.",Calle,"Mitre, Bartolome",Si,"Mitre, Bartolome Y Anchorena, Tomas Manuel De, Dr.",3,Point (104725.24275395 102222.75498861),-58.41178158,-34.60922259,Peaton-Auto,Peaton,Auto,Peaton,Femenino,51,Balvanera y San Cristóbal.,6,Domingo,Madrugada
2020-0035,1,2020-08-04,2020,8,4,2024-01-16 05:30:00,5,"Au 25 De Mayo Altura Pumacahua Y Recuero, Casimiro, Tte. Cnel.",Autopista,Autopista 25 De Mayo,No,Autopista 25 De Mayo Y Pumacahua,7,Point (101156.55025059 99210.16912341),-58.45068621,-34.63638927,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,40,Flores y Parque Chacabuco.,1,Martes,Madrugada
2020-0036,1,2020-08-07,2020,8,7,2024-01-16 18:40:00,18,"Scalabrini Ortiz, Raul Av. Y Paraguay",Avenida,"Scalabrini Ortiz, Raul Av.",Si,"Scalabrini Ortiz, Raul Av. Y Paraguay",14,Point (103956.90165674 104600.93056775),-58.42016954,-34.5877879,Peaton-Moto,Peaton,Moto,Peaton,Masculino,72,Palermo.,4,Viernes,Noche
2020-0037,1,2020-08-29,2020,8,29,2024-01-16 04:30:00,4,"Fernandez De La Cruz, F., Gral. Av. Y Varela Av.",Avenida,"Fernandez De La Cruz, F., Gral. Av.",Si,"Fernandez De La Cruz, F., Gral. Av. Y Varela Av.",8,Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,Peaton-Auto,Peaton,Auto,Peaton,Masculino,38,"Villa Soldati, Villa Riachuelo y Villa Lugano.",5,Sábado,Madrugada
2020-0038,2,2020-08-30,2020,8,30,2024-01-16 04:00:00,4,"Las Heras General Av. Y Diaz, Cnel. Av.",Avenida,Las Heras General Av.,Si,"Las Heras General Av. Y Diaz, Cnel. Av.",14,Point (105241.05562982 105080.52102657),-58.40617526,-34.58345898,Auto-Auto,Auto,Auto,Conductor,Masculino,46,Palermo.,6,Domingo,Madrugada
2020-0038,2,2020-08-30,2020,8,30,2024-01-16 04:00:00,4,"Las Heras General Av. Y Diaz, Cnel. Av.",Avenida,Las Heras General Av.,Si,"Las Heras General Av. Y Diaz, Cnel. Av.",14,Point (105241.05562982 105080.52102657),-58.40617526,-34.58345898,Auto-Auto,Auto,Auto,Conductor,Masculino,64,Palermo.,6,Domingo,Madrugada
2020-0039,1,2020-09-01,2020,9,1,2024-01-16 19:17:42,19,Murguiondo 2700,Calle,Murguiondo,No,Murguiondo,9,Point (0 0),0.0,0.0,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,44,"Liniers, Mataderos y Parque Avellaneda.",1,Martes,Noche
2020-0040,1,2020-09-12,2020,9,12,2024-01-16 03:30:00,3,"Castillo, Ramon S., Pres. Av. Y Calle 12",Avenida,"Castillo, Ramon S., Pres. Av.",Si,"Castillo, Ramon S., Pres. Av. Y Calle 12 (No Oficial)",2,Point (107160.34141948 105678.38284277),-58.38526125,-34.5780581,Otro-Auto,Auto,Objeto Fijo,Conductor,Masculino,40,Recoleta.,5,Sábado,Madrugada
2020-0041,1,2020-09-28,2020,9,28,2024-01-16 01:45:00,1,"Curapaligue Y Peron, Eva Av.",Avenida,Curapaligue,Si,"Curapaligue Y Peron, Eva Av.",7,Point (101448.28844783 99373.44893645),-58.4475047,-34.63491705,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,34,Flores y Parque Chacabuco.,0,Lunes,Madrugada
2020-0042,1,2020-09-29,2020,9,29,2024-01-16 17:10:00,17,"Diaz, Ana Y Soldado De La Frontera Av.",Avenida,"Diaz, Ana",Si,"Diaz, Ana Y Soldado De La Frontera Av.",8,Point (99619.02595373 94158.58480023),-58.46745752,-34.68192648,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,53,"Villa Soldati, Villa Riachuelo y Villa Lugano.",1,Martes,Tarde
2020-0043,1,2020-09-30,2020,9,30,2024-01-16 17:20:00,17,"Alem, Leandro N. Av. Y Paraguay",Avenida,"Alem, Leandro N. Av.",Si,"Alem, Leandro N. Av. Y Paraguay",1,Point (108372.80843298 103556.18483992),-58.37202621,-34.59717942,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,64,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",2,Miércoles,Tarde
2020-0044,1,2020-10-05,2020,10,5,2024-01-16 00:20:00,0,La Plata Av. E Independencia,Avenida,La Plata Av.,Si,La Plata Av. E Independencia Av.,6,Point (103255.81315650 100797.78656418),-58.42779702,-34.62207347,Auto-Auto,Auto,Auto,Conductor,Masculino,43,Caballito.,0,Lunes,Madrugada
2020-0045,1,2020-10-19,2020,10,19,2024-01-16 03:00:00,3,"Paz, Gral. Av. Y 27 De Febrero Av.",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y 27 De Febrero Av.",8,Point (100077.95205948 91571.23307293),-58.46244952,-34.70524971,Auto-Cargas,Auto,Cargas,Conductor,Masculino,50,"Villa Soldati, Villa Riachuelo y Villa Lugano.",0,Lunes,Madrugada
2020-0046,1,2020-10-27,2020,10,27,2024-01-16 21:00:00,21,"Nazca Av. Y Carranza, Adolfo P.",Avenida,Nazca Av.,Si,"Nazca Av. Y Carranza, Adolfo P.",11,Point (98064.49909649 102385.10228515),-58.4844016,-34.60776782,Moto-Moto,Moto,Moto,Conductor,Masculino,41,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",1,Martes,Noche
2020-0047,1,2020-10-27,2020,10,27,2024-01-16 14:00:00,14,Autopista Campora Altura Lacarra Av.,Autopista,Autopista Presidente Hector J. Campora,Si,Autopista Presidente Hã‰Ctor J. CãMpora Y Lacarra Av.,9,Point (99689.80114953 97506.41939342),-58.46668375,-34.65174801,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,15,"Liniers, Mataderos y Parque Avellaneda.",1,Martes,Tarde
2020-0048,1,2020-10-29,2020,10,29,2024-01-16 20:20:00,20,Dorrego Av. 614,Avenida,Dorrego Av.,No,Dorrego Av. 614,15,Point (101257.88680240 103998.57805569),-58.4495878,-34.59322448,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,41,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",3,Jueves,Noche
2020-0049,1,2020-10-30,2020,10,30,2024-01-16 20:00:00,20,"Del Libertador Av. Y Ramos Mejia, Jose Maria, Dr. Av.",Avenida,Del Libertador Av.,Si,"Del Libertador Av. Y Ramos Mejia, Jose Maria, Dr. Av.",1,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,Peaton-Auto,Peaton,Auto,Peaton,Masculino,36,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",4,Viernes,Noche
2020-0050,1,2020-11-01,2020,11,1,2024-01-16 22:00:00,22,Santa Fe Av. Y Godoy Cruz,Avenida,Santa Fe Av.,Si,Santa Fe Av. Y Godoy Cruz,14,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,Peaton-Moto,Peaton,Moto,Peaton,Femenino,28,Palermo.,6,Domingo,Noche
2020-0051,1,2020-11-05,2020,11,5,2024-01-16 00:40:00,0,Avellaneda Av. Y Mercedes,Avenida,Avellaneda Av.,Si,Avellaneda Av. Y Mercedes,10,Point (98015.81258802 99939.73589695),-58.48493828,-34.62981124,Moto-Auto,Moto,Auto,Conductor,Masculino,49,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",3,Jueves,Madrugada
2020-0052,1,2020-11-07,2020,11,7,2024-01-16 06:50:00,6,Tucuman Y Pueyrredon Av.,Avenida,Tucuman,Si,Tucuman Y Pueyrredon Av.,3,Point (105365.60153004 103041.51356366),-58.40480504,-34.60183884,Bicicleta-Cargas,Bicicleta,Cargas,Ciclista,Masculino,44,Balvanera y San Cristóbal.,5,Sábado,Mañana
2020-0053,1,2020-11-09,2020,11,9,2024-01-16 03:30:00,3,"Alcorta, Amancio Av. Y Einstein, Alberto",Avenida,"Alcorta, Amancio Av.",Si,"Alcorta, Amancio Av. Y Einstein, Alberto",4,Point (104770.59856807 97235.72066953),-58.41125934,-34.6541774,Auto-Auto,Auto,Auto,Pasajero_Acompañante,Masculino,27,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",0,Lunes,Madrugada
2020-0054,1,2020-11-19,2020,11,19,2024-01-16 09:00:00,9,Inclan Y Alberti,Calle,Inclan,Si,Inclan Y Alberti,4,Point (105844.27941538 99942.63399522),-58.39956546,-34.6297708,Bicicleta-Auto,Bicicleta,Auto,Ciclista,Masculino,59,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",3,Jueves,Mañana
2020-0055,1,2020-11-19,2020,11,19,2024-01-16 12:30:00,12,Olazabal Av. 5437,Avenida,Olazabal Av.,No,Olazabal Av. 5437,12,Point (97544.91851020 105610.70316243),-58.49005682,-34.5786897,Peaton-Cargas,Peaton,Cargas,Peaton,Masculino,91,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",3,Jueves,Tarde
2020-0056,1,2020-11-21,2020,11,21,2024-01-16 13:00:00,13,"Paz, Gral. Av. Y Doctor Ramon Carrillo",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Roca, Cnel. Av.",8,Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,Moto-Cargas,Moto,Cargas,Conductor,Femenino,34,"Villa Soldati, Villa Riachuelo y Villa Lugano.",5,Sábado,Tarde
2020-0057,1,2020-11-23,2020,11,23,2024-01-16 07:45:00,7,"Nazca Av. Y Viale, Luis",Avenida,Nazca Av.,Si,"Nazca Av. Y Viale, Luis",11,Point (98925.55646359 101088.30104271),-58.4750156,-34.61945902,Peaton-Auto,Peaton,Auto,Peaton,Masculino,84,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",0,Lunes,Mañana
2020-0058,1,2020-11-24,2020,11,24,2024-01-16 16:00:00,16,"Olivera Av. Y Falcon, Ramon L., Cnel.",Avenida,Olivera Av.,Si,"Olivera Av. Y Falcon, Ramon L.,Cnel.",10,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,Peaton-Auto,Peaton,Auto,Peaton,Masculino,57,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",1,Martes,Tarde
2020-0059,1,2020-12-01,2020,12,1,2024-01-16 06:35:00,6,Brasil 1100,Calle,Brasil,No,Brasil 1100,1,Point (107682.84851121 100144.13011242),-58.3795169,-34.62794241,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,49,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Mañana
2020-0060,1,2020-12-03,2020,12,3,2024-01-16 20:30:00,20,"Homero Y Peron, Eva Av.",Avenida,Homero,Si,"Homero Y Peron, Eva Av.",9,Point (98697.55944704 96954.54248093),-58.47750832,-34.65672199,Peaton-Moto,Peaton,Moto,Peaton,Femenino,69,"Liniers, Mataderos y Parque Avellaneda.",3,Jueves,Noche
2020-0061,1,2020-12-03,2020,12,3,2024-01-16 14:40:00,14,"Cantilo, Int. Y Udaondo, Guillermo Av.",Autopista,"Cantilo, Int.",Si,"Cantilo, Int. Y Udaondo, Guillermo Av.",13,Point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,Moto-Cargas,Moto,Cargas,Conductor,Masculino,45,"Núñez, Belgrano y Colegiales.",3,Jueves,Tarde
2020-0062,1,2020-12-04,2020,12,4,2024-01-16 17:19:00,17,Moreno 1845,Calle,Moreno,No,Moreno 1845,3,Point (106496.91403350 101854.18791210),-58.39246272,-34.61253541,Bicicleta-Pasajeros,Bicicleta,Pasajeros,Ciclista,Masculino,47,Balvanera y San Cristóbal.,4,Viernes,Tarde
2020-0063,2,2020-12-05,2020,12,5,2024-01-16 07:10:00,7,Nueva York Y Alta Gracia,Calle,Nueva York,Si,Nueva York Y Alta Gracia,11,Point (94080.62190808 102083.62453795),-58.52783814,-34.61047001,Otro-Moto,Otro,Moto,Peaton,Masculino,38,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",5,Sábado,Mañana
2020-0063,2,2020-12-05,2020,12,5,2024-01-16 07:10:00,7,Nueva York Y Alta Gracia,Calle,Nueva York,Si,Nueva York Y Alta Gracia,11,Point (94080.62190808 102083.62453795),-58.52783814,-34.61047001,Otro-Moto,Otro,Moto,Pasajero_Acompañante,Masculino,21,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",5,Sábado,Mañana
2020-0065,1,2020-12-05,2020,12,5,2024-01-16 16:00:00,16,"Paz, Gral. Av. Y Goyeneche, Roberto Parque Av.",Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Goyeneche, Roberto Parque Av.",12,Point (97243.88021302 108974.21974638),-58.49332664,-34.54836855,Moto-Auto,Moto,Auto,Conductor,Masculino,24,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",5,Sábado,Tarde
2020-0066,1,2020-12-07,2020,12,7,2024-01-16 04:30:00,4,Autopista Perito Moreno Altura Estacion De Tren Villa Luro,Autopista,Autopista Perito Moreno,No,Autopista Perito Moreno (Altura Estacion De Tren Villa Luro),10,Point (96471.01552298 99259.49298489),-58.50178784,-34.63593897,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,27,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",0,Lunes,Madrugada
2020-0067,1,2020-12-11,2020,12,11,2024-01-16 22:00:00,22,Saenz Av. Y Beazley,Avenida,Saenz Av.,Si,Saenz Av. Y Beazley,4,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,51,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",4,Viernes,Noche
2020-0068,1,2020-12-12,2020,12,12,2024-01-16 20:30:00,20,Del Libertador Av. Y Austria,Avenida,Del Libertador Av.,Si,Del Libertador Av. Y Austria,2,Point (106054.02111991 105122.19678820),-58.39731474,-34.58307887,Moto-Auto,Moto,Auto,Conductor,Masculino,71,Recoleta.,5,Sábado,Noche
2020-0069,1,2020-12-15,2020,12,15,2024-01-16 05:20:00,5,"Independencia Av. Y Saenz Peña, Luis, Pres.",Avenida,Independencia Av.,Si,"Independencia Av. Y Saenz Peã‘A, Luis, Pres.",1,Point (106954.95135245 101257.81371683),-58.38746381,-34.61790839,Moto-Pasajeros,Moto,Pasajeros,Pasajero_Acompañante,Masculino,25,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Madrugada
2020-0070,1,2020-12-17,2020,12,17,2024-01-16 15:35:00,15,"Callao Av. Y Las Heras, General",Avenida,Callao Av.,Si,"Callao Av. Y Las Heras, General",2,Point (106550.65433457 104158.41702434),-58.39189441,-34.59176378,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,81,Recoleta.,3,Jueves,Tarde
