Id,Número De Víctimas,Fecha,Año,Mes,Día,Hora,Cantidad Hora,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Dirección Normalizada,Comuna,Coordenadas XY (CABA),Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Barrios,Código Día,Día Semana,Franja Horaria
2016-0085,1,2016-06-29,2016,6,29,2024-01-16 22:00:00,22,Avda Ite Francisco Rabanal & Avda Erezcano,Avenida,"Rabanal, Francisco, Intendente Av.",Si,"Rabanal, Francisco, Intendente Av. Y Erezcano",4,Point (103621.92252760 96885.28433165),-58.42378834,-34.657341,Moto-Movil,Moto,Otro,Conductor,Masculino,40,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",2,Miércoles,Noche
2016-0086,1,2016-06-30,2016,6,30,2024-01-16 16:10:00,16,Av Olivera Y Ramon Falcon,Avenida,Olivera Av.,Si,"Olivera Av. Y Falcon, Ramon L.,Cnel.",10,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,75,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",3,Jueves,Tarde
2016-0087,1,2016-07-02,2016,7,3,2024-01-16 00:10:00,0,Autopista 1 Sur Pte Arturo Frondizi Y Av Caseros,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,No,Autopista 1 Sur Presidente Arturo Frondizi Y Caseros Av.,1,Point (107762.62066736 100018.90176187),-58.37864583,-34.62907067,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,23,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",5,Sábado,Madrugada
2016-0088,1,2016-07-11,2016,7,11,2024-01-16 15:30:00,15,Ceretti Y Nuñez,Calle,Ceretti,Si,Ceretti Y Nuã‘Ez,12,Point (96492.89040317 106832.19475660),-58.5015175,-34.56767549,Peaton-Auto,Peaton,Auto,Peaton,Femenino,70,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",0,Lunes,Tarde
2016-0089,1,2016-07-14,2016,7,14,2024-01-16 06:40:00,6,Av Lugones Y La Pampa,Autopista,"Lugones, Leopoldo Av.",Si,"Lugones, Leopoldo Av. Y La Pampa",13,Point (102842.06561704 108587.10659007),-58.43233425,-34.55185825,Peaton-Auto,Peaton,Auto,Peaton,Masculino,35,"Núñez, Belgrano y Colegiales.",3,Jueves,Mañana
2016-0090,1,2016-07-14,2016,7,14,2024-01-16 22:00:00,22,Jeronimo Salguero Y Av Rivadavia,Avenida,"Salguero, Jeronimo",Si,"Salguero, Jeronimo Y Rivadavia Av.",5,Point (103997.04813615 102012.34139150),-58.41971993,-34.6111224,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,60,Almagro y Boedo.,3,Jueves,Noche
2016-0092,1,2016-07-15,2016,7,15,2024-01-16 11:00:00,11,Av Gral Paz Y Av Libertador,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Del Libertador Av.",13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,Moto-Cargas,Moto,Cargas,Conductor,Masculino,24,"Núñez, Belgrano y Colegiales.",4,Viernes,Mañana
2016-0093,1,2016-07-17,2016,7,17,2024-01-16 03:30:00,3,Av Juan B Alberdi Y Emilio Mitre,Avenida,"Alberdi, Juan Bautista Av.",Si,"Alberdi, Juan Bautista Av. Y Mitre, Emilio",6,Point (101804.61714036 100693.45218194),-58.44362126,-34.62301748,Auto-Auto,Auto,Auto,Conductor,Masculino,35,Caballito.,6,Domingo,Madrugada
2016-0095,1,2016-07-23,2016,7,23,2024-01-16 06:12:00,6,Mercedes Y Av Gral Mosconi,Avenida,Mercedes,Si,Mercedes Y Mosconi General Av.,11,Point (95061.77375682 103748.74085597),-58.51713095,-34.59546519,Moto-Auto,Moto,Auto,Conductor,Masculino,29,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",5,Sábado,Mañana
2016-0096,1,2016-07-25,2016,7,25,2024-01-16 07:00:00,7,"Autopista Dellepiane Luis Tte. Gral. Km. 2,3",Autopista,Autopista Dellepiane Luis Tte. Gral.,No,Autopista Dellepiane Luis Tte. Gral.,8,Point (0 0),-58.47433193007387,-34.66684950051973,Moto-Cargas,Moto,Cargas,Conductor,Masculino,40,"Villa Soldati, Villa Riachuelo y Villa Lugano.",0,Lunes,Mañana
2016-0097,1,2016-07-26,2016,7,26,2024-01-16 18:45:00,18,Solis Y Mexico,Calle,Solis,Si,Solis Y Mexico,1,Point (106687.13301820 101510.97040757),-58.39038605,-34.6156281,Peaton-Auto,Peaton,Auto,Peaton,Masculino,80,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Noche
2016-0098,1,2016-07-27,2016,7,27,2024-01-16 16:08:00,16,Av San Juan Y Alberti,Avenida,San Juan Av.,Si,San Juan Av. Y Alberti,3,Point (105765.97394356 100631.47718024),-58.40042405,-34.62356174,Moto-Cargas,Moto,Cargas,Conductor,Femenino,43,Balvanera y San Cristóbal.,2,Miércoles,Tarde
2016-0099,1,2016-07-29,2016,7,29,2024-01-16 16:00:00,16,Av Gral Mosconi Y Av Gral Paz,Gral Paz,Mosconi General Av.,Si,"Mosconi General Av. Y Paz, Gral. Av.",11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,Cargas-Cargas,Cargas,Cargas,Conductor,Masculino,45,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",4,Viernes,Tarde
2016-0100,1,2016-08-03,2016,8,3,2024-01-16 23:27:00,23,Av Gral Paz  Y Donado,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Donado",12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,57,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",2,Miércoles,Noche
2016-0101,1,2016-08-07,2016,8,7,2024-01-16 19:42:00,19,Av Gral Paz Y Jorge Chavez,Gral Paz,"Paz, Gral. Av.",Si,"Paz, Gral. Av. Y Chavez, Jorge",9,Point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,Sd-Sd,Sd,Sd,Conductor,Masculino,67,"Liniers, Mataderos y Parque Avellaneda.",6,Domingo,Noche
2016-0102,1,2016-08-10,2016,8,10,2024-01-16 23:37:00,23,Av Eva Peron Y Jose Leon Suarez,Avenida,"Peron, Eva Av.",Si,"Peron, Eva Av. Y Suarez, Jose Leon",9,Point (96625.80612216 95129.90776954),-58.50011639,-34.67316502,Moto-Cargas,Moto,Cargas,Conductor,Masculino,29,"Liniers, Mataderos y Parque Avellaneda.",2,Miércoles,Noche
2016-0104,1,2016-08-14,2016,8,14,2024-01-16 21:15:00,21,Zinny Y Av Santiago De Compostela,Avenida,Zinny,Si,Zinny Y Santiago De Compostela Av.,9,Point (99720.41444035 97007.69579491),-58.46635001,-34.65624369,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,21,"Liniers, Mataderos y Parque Avellaneda.",6,Domingo,Noche
2016-0105,1,2016-08-17,2016,8,17,2024-01-16 00:05:00,0,Av Federico Lacroze Y Fraga,Avenida,"Lacroze, Federico Av.",Si,"Lacroze, Federico Av. Y Fraga",15,Point (100905.28580812 104982.19279501),-58.45343236,-34.58435809,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,19,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",2,Miércoles,Madrugada
2016-0106,1,2016-08-19,2016,8,19,2024-01-16 21:02:00,21,Carlos Pellegrini Y Av Del Libertador,Avenida,"Pellegrini, Carlos",Si,"Pellegrini, Carlos Y Del Libertador Av.",1,Point (107558.64146875 104433.48706482),-58.38090932,-34.58927731,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,38,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",4,Viernes,Noche
2016-0107,1,2016-08-20,2016,8,20,2024-01-16 08:22:00,8,Autopista 9 De Julio Sur Alt Av Mendoza,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,No,Autopista 1 Sur Presidente Arturo Frondizi Y Don Pedro De Mendoza Av.,4,Point (108408.31858686 97219.56218484),-58.37157668,-34.65429986,Moto-Auto,Moto,Auto,Conductor,Masculino,21,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",5,Sábado,Mañana
2016-0109,1,2016-08-24,2016,8,24,2024-01-16 05:45:00,5,Autopista Perito Moreno Y Barragan,Autopista,Autopista Perito Moreno,Si,Autopista Perito Moreno Y Barragan,9,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,Otro-Auto,Auto,Objeto Fijo,Conductor,Femenino,53,"Liniers, Mataderos y Parque Avellaneda.",2,Miércoles,Madrugada
2016-0110,1,2016-08-24,2016,8,24,2024-01-16 20:21:00,20,Av Alberdi Y Carhue,Avenida,"Alberdi, Juan Bautista Av.",Si,"Alberdi, Juan Bautista Av. Y Carhue",9,Point (95506.35959227 96696.89655626),-58.51232237,-34.6590353,Peaton-Sd,Peaton,Sd,Peaton,Masculino,57,"Liniers, Mataderos y Parque Avellaneda.",2,Miércoles,Noche
2016-0111,1,2016-08-25,2016,8,25,2024-01-16 09:30:00,9,Autopista Leopoldo Lugones Y La Pampa,Autopista,Lugones,Si,Lugones Y La Pampa,15,Point (98961.36262767 105838.76329094),-58.47461905,-34.57663634,Moto-Cargas,Moto,Cargas,Conductor,Masculino,27,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",3,Jueves,Mañana
2016-0112,1,2016-08-27,2016,8,27,2024-01-16 04:40:00,4,Autopista 25 De Mayo Autopista 1 Sur Arturo Frondizi,Autopista,Autopista 25 De Mayo,Si,Autopista 25 De Mayo Y Autopista 1 Sur Presidente Arturo Frondizi,1,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,24,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",5,Sábado,Madrugada
2016-0113,1,2016-08-27,2016,8,27,2024-01-16 16:45:00,16,Av Juan Bautista Alberdi Y Guardia Nacional,Avenida,"Alberdi, Juan Bautista Av.",Si,"Alberdi, Juan Bautista Av. Y Guardia Nacional",9,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,60,"Liniers, Mataderos y Parque Avellaneda.",5,Sábado,Tarde
2016-0114,1,2016-08-31,2016,8,31,2024-01-16 11:20:00,11,Salguero 1410,Calle,"Salguero, Jeronimo",No,"Salguero, Jeronimo 1410",14,Point (104111.05146856 103917.57944765),-58.41848605,-34.59394733,Bicicleta-Cargas,Bicicleta,Cargas,Ciclista,Femenino,55,Palermo.,2,Miércoles,Mañana
2016-0115,1,2016-09-02,2016,9,2,2024-01-16 11:50:00,11,Arias Y Tronador,Calle,Arias,Si,Arias Y Tronador,12,Point (97608.87024259 108884.67029908),-58.48935041,-34.54917673,Sd-Cargas,Sd,Cargas,Conductor,Masculino,40,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",4,Viernes,Mañana
2016-0116,1,2016-09-02,2016,9,2,2024-01-16 20:20:00,20,Av 27 De Febrero Y Av Escalada,Avenida,27 De Febrero Av.,Si,27 De Febrero Av. Y Escalada Av.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Moto-Auto,Moto,Auto,Conductor,Masculino,30,"Villa Soldati, Villa Riachuelo y Villa Lugano.",4,Viernes,Noche
2016-0117,1,2016-09-03,2016,9,3,2024-01-16 15:30:00,15,Av Del Libertador Y Tagle,Avenida,Del Libertador Av.,Si,Del Libertador Av. Y Tagle,14,Point (105865.95849347 105162.71037105),-58.39936478,-34.58271474,Auto-Auto,Auto,Auto,Conductor,Masculino,43,Palermo.,5,Sábado,Tarde
2016-0118,1,2016-09-04,2016,9,4,2024-01-16 03:30:00,3,Autopista 1 Sur Pte Arturo Frondizi Km 2.9,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,No,Autopista 1 Sur Presidente Arturo Frondizi Km. 2.9,1,Point (107696.68171812 100254.76268710),-58.37936704,-34.62694503,Auto-Auto,Auto,Auto,Conductor,Masculino,27,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",6,Domingo,Madrugada
2016-0119,1,2016-09-04,2016,9,4,2024-01-16 06:40:00,6,Crisologo Larralde Y Avda Triunvirato,Avenida,"Larralde, Crisologo Av.",Si,"Larralde, Crisologo Av. Y Triunvirato Av.",12,Point (96944.69676081 107291.52292157),-58.49659234,-34.56353635,Sd-Sd,Sd,Sd,Pasajero_Acompañante,Femenino,51,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón.",6,Domingo,Mañana
2016-0122,1,2016-09-13,2016,9,13,2024-01-16 07:10:00,7,Av Eva Peron 4233,Avenida,"Peron, Eva Av.",No,"Peron, Eva Av. 4233",9,Point (99150.75069529 97484.46650280),-58.47256391,-34.65194557,Bicicleta-Pasajeros,Bicicleta,Pasajeros,Ciclista,Masculino,49,"Liniers, Mataderos y Parque Avellaneda.",1,Martes,Mañana
2016-0123,1,2016-09-14,2016,9,14,2024-01-16 09:00:00,9,Av Asamblea Y Av Cnel Esteban Bonorino,Avenida,Asamblea Av.,Si,"Asamblea Av. Y Bonorino, Esteban, Cnel. Av.",7,Point (101099.34592952 98750.07827754),-58.45130953,-34.64053676,Moto-Auto,Moto,Auto,Conductor,Femenino,58,Flores y Parque Chacabuco.,2,Miércoles,Mañana
2016-0124,1,2016-09-16,2016,9,16,2024-01-16 15:24:00,15,Avda Rivadavia Y Rivera Indarte,Avenida,Rivadavia Av.,Si,Rivadavia Av. Y Rivera Indarte Av.,7,Point (100053.89791316 100046.73776995),-58.46271207,-34.62884871,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,67,Flores y Parque Chacabuco.,4,Viernes,Tarde
2016-0125,1,2016-09-17,2016,9,17,2024-01-16 12:14:00,12,Autopista Perito Moreno Y Av Juan B Alberdi,Autopista,Autopista Perito Moreno,Si,"Autopista Perito Moreno Y Alberdi, Juan Bautista Av.",10,Point (97532.91184699 98538.89061454),-58.49020869,-34.64243791,Moto-Moto,Moto,Moto,Conductor,Masculino,30,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",5,Sábado,Tarde
2016-0126,2,2016-09-18,2016,9,18,2024-01-16 22:45:00,22,Irigoyen Y Tinogasta,Calle,Irigoyen,Si,Irigoyen Y Tinogasta,10,Point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,Auto-Cargas,Auto,Cargas,Conductor,Masculino,37,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",6,Domingo,Noche
2016-0126,2,2016-09-18,2016,9,18,2024-01-16 22:45:00,22,Irigoyen Y Tinogasta,Calle,Irigoyen,Si,Irigoyen Y Tinogasta,10,Point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,Auto-Cargas,Auto,Cargas,Pasajero_Acompañante,Masculino,60,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",6,Domingo,Noche
2016-0127,1,2016-09-24,2016,9,24,2024-01-16 10:25:00,10,Av Mariano Acosta Y Av Cnel Roca,Avenida,"Acosta, Mariano",Si,"Acosta, Mariano Y Roca, Cnel. Av.",8,Point (102048.72946345 95839.63478990),-58.44094791,-34.66677111,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,50,"Villa Soldati, Villa Riachuelo y Villa Lugano.",5,Sábado,Mañana
2016-0128,1,2016-10-02,2016,10,2,2024-01-16 11:30:00,11,Castro Y Av Pavon,Avenida,Castro,Si,Castro Y Pavon Av.,5,Point (104049.28528337 99858.37522846),-58.41914024,-34.6305389,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,81,Almagro y Boedo.,6,Domingo,Mañana
2016-0130,1,2016-10-04,2016,10,4,2024-01-16 12:30:00,12,Autopista 9 De Julio Sur Y Av Brasil,Autopista,Autopista 1 Sur Presidente Arturo Frondizi,No,Autopista 1 Sur Presidente Arturo Frondizi Y Brasil,1,Point (107720.24059557 100176.85101454),-58.37910942,-34.62764717,Moto-Cargas,Moto,Cargas,Conductor,Masculino,29,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",1,Martes,Tarde
2016-0131,1,2016-10-09,2016,10,9,2024-01-16 19:13:00,19,Mirave 3500,Calle,Mirave,No,Mirave 3500,4,Point (105921.45515383 98209.53178328),-58.39871183,-34.64539318,Peaton-Auto,Peaton,Auto,Peaton,Masculino,35,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",6,Domingo,Noche
2016-0132,1,2016-10-10,2016,10,10,2024-01-16 02:30:00,2,Av San Juan Y 24 De Noviembre,Avenida,San Juan Av.,Si,San Juan Av. Y 24 De Noviembre,3,Point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,Auto-Pasajeros,Auto,Pasajeros,Pasajero_Acompañante,Masculino,30,Balvanera y San Cristóbal.,0,Lunes,Madrugada
2016-0133,1,2016-10-14,2016,10,14,2024-01-16 00:05:00,0,Av Las Heras Y Sanchez De Bustamante,Avenida,Las Heras General Av.,Si,Las Heras General Av. Y Sanchez De Bustamante,14,Point (105619.82089682 105083.85914124),-58.40204698,-34.5834269,Moto-Auto,Moto,Auto,Conductor,Masculino,41,Palermo.,4,Viernes,Madrugada
2016-0134,1,2016-10-23,2016,10,23,2024-01-16 05:00:00,5,Av Piedra Buena Y 2 De Abril 1982,Avenida,Piedra Buena Av.,Si,Piedra Buena Av. Y 2 De Abril De 1982,8,Point (97612.37609226 94761.81268260),-58.48935287,-34.67648597,Moto-Objeto Fijo,Moto,Objeto Fijo,Conductor,Masculino,25,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Madrugada
2016-0135,1,2016-10-24,2016,10,24,2024-01-16 05:00:00,5,Av Figueroa Alcorta  Y Pinedo,Avenida,"Figueroa Alcorta, Pres. Av.",Si,"Figueroa Alcorta, Pres. Av. Y Pinedo, Int.",14,Point (103734.76257993 107235.78328415),-58.42260225,-34.56403694,Peaton-Sd,Peaton,Sd,Peaton,Masculino,29,Palermo.,0,Lunes,Madrugada
2016-0136,1,2016-10-25,2016,10,25,2024-01-16 00:00:00,0,Au Buenos Aires - La Plata Km. 4,Autopista,Autopista Buenos Aires - La Plata,No,Au Buenos Aires - La Plata Km. 4,4,Point (0 0),0.0,0.0,Moto-Cargas,Moto,Cargas,Conductor,Masculino,40,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",1,Martes,Madrugada
2016-0137,1,2016-10-25,2016,10,25,2024-01-16 00:39:00,0,Av San Martin Y Ladines,Avenida,San Martin Av.,Si,San Martin Av. Y Ladines,11,Point (95222.93546397 104315.24453153),-58.51537091,-34.59035925,Moto-Moto,Moto,Moto,Conductor,Masculino,30,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",1,Martes,Madrugada
2016-0138,1,2016-10-27,2016,10,27,2024-01-16 20:30:00,20,Av Cabildo Y Blanco Encalada,Avenida,Cabildo Av.,Si,Cabildo Av. Y Blanco Encalada,13,Point (100385.69739031 107770.04028070),-58.4590967,-34.55922742,Bicicleta-Cargas,Bicicleta,Cargas,Ciclista,Femenino,33,"Núñez, Belgrano y Colegiales.",3,Jueves,Noche
2016-0139,1,2016-10-28,2016,10,28,2024-01-16 23:00:00,23,Av Presidente Figueroa Alcorta Y Av Dorrego,Avenida,"Figueroa Alcorta, Pres. Av.",Si,"Figueroa Alcorta, Pres. Av. Y Dorrego Av.",14,Point (103965.45958231 107084.94812768),-58.42008769,-34.56539579,Moto-Moto,Moto,Moto,Pasajero_Acompañante,Femenino,35,Palermo.,4,Viernes,Noche
2016-0140,1,2016-10-31,2016,10,31,2024-01-16 02:58:00,2,Av Juramento Y Vuelta De Obligado,Avenida,Juramento Av.,Si,Juramento Av. Y Vuelta De Obligado,13,Point (100700.71684791 107520.92282315),-58.45566399,-34.56147293,Pasajeros-Pasajeros,Pasajeros,Pasajeros,Pasajero_Acompañante,Masculino,20,"Núñez, Belgrano y Colegiales.",0,Lunes,Madrugada
2016-0142,1,2016-11-05,2016,11,5,2024-01-16 23:30:00,23,Av Del Libertador Y Av Ramos Mejia,Avenida,Del Libertador Av.,Si,"Del Libertador Av. Y Ramos Mejia, Jose Maria, Dr. Av.",1,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,46,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",5,Sábado,Noche
2016-0143,1,2016-11-06,2016,11,6,2024-01-16 04:41:00,4,Av 27 De Febrero Y Av Escalada,Avenida,27 De Febrero Av.,Si,27 De Febrero Av. Y Escalada Av.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Moto-Sd,Moto,Sd,Conductor,Masculino,35,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Madrugada
2016-0144,1,2016-11-07,2016,11,7,2024-01-16 12:10:00,12,Av. Alte. Brown 984,Avenida,"Brown, Alte. Av.",No,"Brown, Alte. Av. 984",4,Point (109494.82838112 99532.69117874),-58.35975012,-34.63343907,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,83,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",0,Lunes,Tarde
2016-0145,1,2016-11-07,2016,11,7,2024-01-16 20:56:00,20,Av Del Libertador Y La Pampa,Avenida,Del Libertador Av.,Si,Del Libertador Av. Y La Pampa,13,Point (101657.76119068 107735.39237736),-58.44523595,-34.55953855,Moto-Auto,Moto,Auto,Conductor,Masculino,39,"Núñez, Belgrano y Colegiales.",0,Lunes,Noche
2016-0146,1,2016-11-09,2016,11,9,2024-01-16 20:00:00,20,Pichincha Y Av Brasil,Avenida,Pichincha Av.,Si,Pichincha Av. Y Brasil,4,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Femenino,29,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",2,Miércoles,Noche
2016-0147,1,2016-11-16,2016,11,16,2024-01-16 21:15:00,21,Av Independencia Y Virrey Cevallos,Avenida,Independencia Av.,Si,"Independencia Av. Y Cevallos, Virrey",1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,Movil-Pasajeros,Movil,Pasajeros,Pasajero_Acompañante,Masculino,55,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución.",2,Miércoles,Noche
2016-0148,1,2016-11-16,2016,11,16,2024-01-16 22:20:00,22,Av Garmendia 4895,Avenida,Garmendia Av.,No,Garmendia Av. 4895,15,Point (99810.88349598 103818.87868694),-58.46536113,-34.59484504,Moto-Moto,Moto,Moto,Conductor,Masculino,40,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",2,Miércoles,Noche
2016-0150,1,2016-11-18,2016,11,18,2024-01-16 18:20:00,18,Av Amancio Alcorta Y Diogenes Taborda,Avenida,"Alcorta, Amancio Av.",Si,"Alcorta, Amancio Av. Y Taborda, Diogenes",4,Point (104996.91619776 97395.92929535),-58.40879146,-34.65273216,Cargas-Cargas,Cargas,Cargas,Pasajero_Acompañante,Masculino,41,"La Boca, Barracas, Parque Patricios y Nueva Pompeya.",4,Viernes,Noche
2016-0151,1,2016-11-18,2016,11,18,2024-01-16 20:35:00,20,Sd,Calle,Sd,No,Sd,0,Point (0 0),0.0,0.0,Peaton-Sd,Peaton,Sd,Peaton,Masculino,40,,4,Viernes,Noche
2016-0152,1,2016-11-23,2016,11,23,2024-01-16 21:10:00,21,Av Perito Moreno Y Zuviria,Avenida,"Moreno, Perito Av.",Si,"Moreno, Perito Av. Y Zuviria",7,Point (99888.30162107 97709.27452060),-58.46451841,-34.64991946,Moto-Auto,Moto,Auto,Conductor,Masculino,42,Flores y Parque Chacabuco.,2,Miércoles,Noche
2016-0153,1,2016-11-25,2016,11,25,2024-01-16 15:42:00,15,Araoz Y Av Cordoba,Avenida,Araoz,Si,Araoz Y Cordoba Av.,15,Point (103130.82393478 103817.27945358),-58.4291709,-34.59485488,Peaton-Moto,Peaton,Moto,Peaton,Femenino,83,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",4,Viernes,Tarde
2016-0154,1,2016-11-26,2016,11,26,2024-01-16 14:14:00,14,Av Gral Paz 15200,Gral Paz,"Paz, Gral. Av.",No,"Paz, Gral. Av. 15200",8,Point (97546.12845734 94093.36420523),-58.49007772,-34.68251141,Moto-Moto,Moto,Moto,Conductor,Masculino,38,"Villa Soldati, Villa Riachuelo y Villa Lugano.",5,Sábado,Tarde
2016-0155,1,2016-11-26,2016,11,26,2024-01-16 16:50:00,16,Madero 900,Calle,Madero,No,Madero 900,10,Point (94107.02905618 100169.73297345),-58.52756365,-34.62772274,Peaton-Auto,Peaton,Auto,Peaton,Femenino,29,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro.",5,Sábado,Tarde
2016-0156,1,2016-11-26,2016,11,26,2024-01-16 19:40:00,19,Av Independencia Y Dean Funes,Avenida,Independencia Av.,Si,Independencia Av. Y Dean Funes,3,Point (105219.14271583 101089.92439911),-58.40638983,-34.61943202,Moto-Pasajeros,Moto,Pasajeros,Conductor,Masculino,23,Balvanera y San Cristóbal.,5,Sábado,Noche
2016-0157,1,2016-12-03,2016,12,3,2024-01-16 06:40:00,6,Av Juan B Justo 5645,Avenida,"Justo, Juan B. Av.",No,"Justo, Juan B. Av. 5645",11,Point (98856.51878317 101315.60184716),-58.47576807,-34.61740997,Moto-Moto,Moto,Moto,Conductor,Masculino,23,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita.",5,Sábado,Mañana
2016-0159,1,2016-12-04,2016,12,4,2024-01-16 07:21:00,7,Av 27 De Febrero Y Av Escalada,Avenida,27 De Febrero Av.,Si,27 De Febrero Av. Y Escalada Av.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Auto-Sd,Auto,Sd,Conductor,Masculino,23,"Villa Soldati, Villa Riachuelo y Villa Lugano.",6,Domingo,Mañana
2016-0160,1,2016-12-06,2016,12,6,2024-01-16 05:30:00,5,Autopista Perito Moreno Altura Velz,Autopista,Autopista Perito Moreno,No,Autopista Perito Moreno (Altura Velez Sarsfield),9,Point (94867.91408532 99212.26216105),-58.51927194,-34.63635787,Cargas-Objeto Fijo,Cargas,Objeto Fijo,Conductor,Masculino,29,"Liniers, Mataderos y Parque Avellaneda.",1,Martes,Madrugada
2016-0161,1,2016-12-06,2016,12,6,2024-01-16 07:22:00,7,Av Santa Fe Y Godoy Cruz,Avenida,Santa Fe Av.,Si,Santa Fe Av. Y Godoy Cruz,14,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,Peaton-Pasajeros,Peaton,Pasajeros,Peaton,Masculino,50,Palermo.,1,Martes,Mañana
2016-0162,1,2016-12-07,2016,12,7,2024-01-16 05:00:00,5,Av Federico Lacroze Y Av Forest,Avenida,"Lacroze, Federico Av.",Si,"Lacroze, Federico Av. Y Forest Av.",15,Point (100856.34310085 104890.83521057),-58.45396573,-34.58518167,Peaton-Auto,Peaton,Auto,Peaton,Masculino,38,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas.",2,Miércoles,Madrugada
